148266
0	159	1	0	44
1	159	2	1	44
2	159	3	2	44
3	159	4	3	58
4	159	5	4	45
5	159	6	5	45
6	159	7	2	45
7	159	8	2	56
8	159	9	6	45
9	159	10	2	45
10	159	11	7	45
11	159	12	2	44
12	159	13	8	44
13	159	14	9	45
14	159	13	8	44
11	159	15	10	45
15	159	16	5	45
16	159	17	11	54
11	159	18	12	44
17	159	19	13	53
18	159	20	2	43
19	159	21	14	43
19	159	22	14	43
20	159	23	15	45
21	159	24	6	45
22	159	25	5	55
10	159	26	16	55
20	159	27	17	45
23	159	28	8	54
24	159	29	6	54
11	159	30	18	44
11	159	31	19	44
25	159	32	11	44
26	159	33	4	55
27	159	34	2	45
28	159	35	20	45
29	159	36	21	45
30	159	37	22	44
28	159	38	23	45
29	159	39	24	82
31	159	40	14	79
26	159	41	25	45
32	159	42	14	54
33	159	43	26	52
29	159	44	27	82
33	159	45	28	54
34	159	46	29	76
33	159	47	23	54
35	159	48	30	43
35	159	49	15	41
36	159	49	15	41
37	159	50	31	65
26	159	51	25	68
38	159	52	23	75
39	159	49	15	41
40	159	49	15	41
41	159	49	15	41
42	159	53	32	66
43	159	39	24	82
26	159	54	33	68
44	159	55	34	54
45	159	49	15	41
46	159	56	14	45
47	159	57	35	54
48	159	49	15	41
49	159	58	36	46
50	159	59	21	34
51	159	60	15	46
52	159	49	15	41
53	159	61	37	45
54	159	62	38	46
55	159	63	3	63
56	159	64	39	45
55	159	43	26	52
57	159	65	15	43
58	159	66	40	45
59	159	67	41	21
60	159	68	21	43
61	159	69	14	46
62	159	70	21	45
55	159	71	28	62
55	159	72	23	62
55	159	73	23	62
63	159	74	34	58
55	159	75	42	62
64	159	76	15	43
65	159	77	43	45
66	159	78	44	34
67	159	79	43	74
68	159	80	21	77
69	159	81	45	78
37	159	82	46	56
50	159	83	47	44
70	159	84	14	10
71	159	85	33	45
72	159	86	40	45
73	159	87	36	45
74	159	88	48	45
75	159	89	49	44
76	159	90	43	46
74	159	91	50	45
77	159	92	51	45
78	159	41	25	45
79	159	93	52	56
75	159	94	53	43
80	159	95	54	68
81	159	96	51	45
82	159	97	15	45
83	159	87	36	45
78	159	98	55	45
84	159	99	56	45
85	159	100	23	52
86	159	101	57	56
87	159	102	36	45
88	159	103	14	68
89	159	104	15	46
90	159	105	22	44
91	159	106	41	56
92	159	107	58	44
93	159	106	41	56
94	159	108	36	45
95	159	109	59	65
96	159	110	43	56
97	159	111	36	45
55	159	112	3	63
98	159	113	26	43
99	159	114	21	45
100	159	115	60	45
101	159	116	24	66
78	159	117	61	46
39	159	118	62	40
102	159	119	3	45
78	159	120	43	46
103	159	121	21	56
104	159	122	21	56
105	159	53	32	66
71	159	123	63	45
106	159	124	15	45
107	159	125	49	33
76	159	126	64	45
108	159	95	54	68
109	159	127	52	57
110	159	128	26	44
111	159	129	56	74
109	159	130	3	57
112	159	131	65	56
113	159	132	50	44
114	159	133	25	44
115	159	23	15	45
116	159	134	43	45
117	159	135	21	45
118	159	136	66	56
35	159	137	62	40
75	159	138	48	44
119	159	139	52	85
120	159	140	24	82
121	159	53	32	66
122	159	141	36	44
123	159	142	67	45
96	159	143	68	44
124	159	144	7	45
124	159	145	49	45
125	159	146	57	44
124	159	147	49	45
126	159	148	56	45
127	159	149	69	40
128	159	150	25	65
114	159	151	37	44
78	159	152	7	46
129	159	153	70	45
45	159	118	62	40
130	159	154	52	43
131	159	155	71	54
132	159	156	72	44
133	159	65	15	43
134	159	35	20	45
135	159	157	43	43
5	159	158	27	44
136	159	159	26	45
84	159	160	43	43
110	159	161	1	44
84	159	162	73	43
115	159	163	74	45
137	159	164	36	45
110	159	165	75	44
138	159	166	76	57
139	159	167	15	56
55	159	168	35	73
140	159	169	15	45
71	159	170	73	45
110	159	171	1	44
141	159	172	10	45
78	159	173	38	45
58	159	174	49	46
142	159	175	47	45
143	159	176	37	56
46	159	177	43	45
96	159	178	74	44
144	159	179	43	54
145	159	180	43	45
67	159	65	15	43
145	159	181	40	45
55	159	182	77	73
146	159	183	64	46
114	159	184	78	44
147	159	185	56	45
39	159	186	48	45
148	159	187	79	57
149	159	188	14	45
150	159	189	15	69
128	159	190	21	56
151	159	191	80	44
86	159	192	49	56
152	159	193	81	46
153	159	41	25	45
154	159	49	15	41
154	159	137	62	40
63	159	194	53	58
113	159	195	34	45
47	159	196	82	44
127	159	118	62	40
155	159	197	50	44
153	159	198	60	45
156	159	199	56	45
31	159	200	26	78
13	159	201	53	45
157	159	202	14	85
158	159	203	50	56
26	159	204	83	78
159	159	205	54	69
160	159	156	72	44
161	159	206	21	46
162	159	207	81	45
163	159	208	84	46
164	159	162	73	43
46	159	209	85	45
143	159	210	86	56
165	159	211	44	54
166	159	212	49	55
167	159	213	41	21
119	159	214	25	85
106	159	215	15	46
168	159	216	87	44
75	159	217	50	43
127	159	218	88	40
169	159	219	80	68
170	159	220	72	45
171	159	221	84	45
172	159	222	37	45
173	159	223	89	56
94	159	224	90	47
174	159	225	36	43
175	159	226	91	44
90	159	227	92	54
176	159	228	93	46
177	159	229	94	45
178	159	230	87	44
179	159	231	95	46
180	159	232	25	65
181	159	233	15	34
182	159	234	3	51
55	159	235	28	52
183	159	236	96	45
184	159	237	91	45
55	159	238	14	52
55	159	239	14	52
185	159	240	36	45
186	159	241	97	45
187	159	242	49	64
188	159	243	87	43
50	159	244	98	44
64	159	245	70	45
189	159	246	30	43
190	159	247	1	45
191	159	248	15	46
192	159	249	99	55
193	159	250	100	47
106	159	251	101	45
194	159	162	73	43
195	159	123	63	45
143	159	252	60	45
10	159	253	50	46
196	159	162	73	43
197	159	254	102	57
126	159	255	81	45
198	159	256	37	45
199	159	37	22	44
200	159	257	60	56
187	159	258	103	65
201	159	259	37	46
202	159	260	71	44
203	159	186	48	45
204	159	261	81	45
205	159	262	15	44
206	159	263	21	65
52	159	162	73	43
207	159	264	104	44
208	159	265	79	45
18	159	266	37	43
209	159	267	2	46
210	159	268	50	65
3	159	269	14	58
211	159	270	71	44
212	159	271	40	45
119	159	272	25	45
184	159	273	105	45
213	159	274	2	45
214	159	272	25	45
215	159	53	32	66
113	159	126	64	45
87	159	275	81	45
216	159	272	25	45
26	159	276	106	68
217	159	277	9	76
218	159	169	15	45
97	159	278	7	46
219	159	279	21	56
97	159	280	73	45
220	159	281	107	45
143	159	282	17	45
221	159	283	3	55
222	159	284	43	46
223	159	162	73	43
78	159	153	70	45
224	159	285	108	46
214	159	88	48	45
16	159	286	73	45
225	159	287	81	43
13	159	288	19	45
44	159	289	26	45
226	159	290	97	46
227	159	162	73	43
228	159	291	2	45
229	159	292	109	45
230	159	293	92	54
147	159	294	40	44
231	159	295	86	44
218	159	296	110	45
232	159	297	111	45
233	159	298	20	44
234	159	299	21	45
235	159	162	73	43
236	159	300	15	44
3	159	301	49	58
78	159	302	82	45
237	159	303	43	44
238	159	254	102	57
190	159	304	2	45
26	159	54	33	68
239	159	305	112	46
16	159	306	1	45
240	159	272	25	45
241	159	307	15	56
86	159	308	113	56
162	159	123	63	45
207	159	309	114	44
242	159	272	25	45
243	159	310	115	45
244	159	230	87	44
245	159	311	116	55
118	159	312	49	56
69	159	313	14	67
246	159	314	117	45
247	159	315	118	55
143	159	316	119	34
117	159	317	43	45
248	159	318	48	54
113	159	319	120	34
169	159	320	55	68
249	159	321	47	54
145	159	322	67	45
250	159	323	112	45
129	159	324	37	45
208	159	230	87	44
251	159	256	37	45
96	159	325	121	44
252	159	326	73	45
253	159	247	1	45
12	159	327	81	46
141	159	290	97	46
200	159	328	83	56
131	159	254	102	57
254	159	329	52	56
255	159	330	43	54
256	159	331	122	45
231	159	332	92	44
216	159	333	15	45
257	159	297	111	45
258	159	334	93	45
218	159	335	123	45
259	159	280	73	45
260	159	336	3	46
261	159	337	71	54
262	159	338	93	45
263	159	339	124	53
158	159	340	43	46
264	159	341	21	45
123	159	342	125	45
265	159	343	104	95
78	159	282	17	45
21	159	344	43	46
153	159	345	126	45
266	159	346	19	44
267	159	347	127	68
147	159	348	128	44
268	159	349	68	44
102	159	143	68	44
217	159	350	49	75
268	159	143	68	44
268	159	143	68	44
205	159	351	47	44
269	159	352	30	45
44	159	353	15	45
270	159	354	10	44
271	159	355	50	32
266	159	356	119	34
204	159	357	93	45
272	159	358	2	45
273	159	359	126	44
274	159	357	93	45
275	159	360	80	56
44	159	361	17	45
276	159	362	110	54
277	159	363	61	44
278	159	364	43	45
78	159	365	126	46
169	159	366	14	68
87	159	162	73	43
279	159	254	102	57
280	159	162	73	43
281	159	367	129	45
282	159	368	43	45
160	159	369	43	45
283	159	370	2	12
284	159	371	11	45
160	159	272	25	45
285	159	372	118	44
286	159	373	53	53
287	159	374	122	46
288	159	162	73	43
44	159	375	15	45
13	159	282	17	45
289	159	280	73	45
290	159	376	80	45
178	159	377	8	54
243	159	378	85	45
192	159	30	18	44
291	159	379	71	43
292	159	380	125	55
293	159	381	15	46
96	159	382	15	34
201	159	383	14	74
294	159	384	80	68
295	159	385	21	55
207	159	386	60	45
296	159	387	15	56
297	159	162	73	43
126	159	388	130	45
298	159	389	2	43
299	159	390	39	43
300	159	391	15	44
301	159	123	63	45
229	159	354	10	44
233	159	392	50	43
302	159	393	131	45
143	159	394	19	44
303	159	347	127	68
98	159	395	88	40
304	159	396	132	45
305	159	290	97	46
306	159	397	56	22
307	159	398	49	75
308	159	76	15	43
309	159	162	73	43
218	159	399	30	56
310	159	400	125	56
311	159	310	115	45
44	159	105	22	44
312	159	401	133	65
144	159	402	43	54
125	159	403	81	44
