74133
0	50	1	0
1	50	2	1
2	50	3	2
3	50	4	3
4	50	5	4
2	50	6	5
5	50	7	6
6	50	8	7
7	50	9	8
8	50	10	9
9	50	11	6
10	50	12	10
11	50	13	11
12	50	14	8
13	50	15	12
14	50	16	13
15	50	17	11
16	50	18	14
17	50	19	15
18	50	20	2
19	50	21	16
20	50	22	17
21	50	23	18
22	50	24	10
23	50	25	11
24	50	26	19
25	50	27	20
26	50	28	21
27	50	29	22
28	50	30	23
29	50	31	24
30	50	32	8
29	50	33	4
31	50	30	23
30	50	34	25
32	50	35	26
1	50	36	27
33	50	37	28
34	50	38	29
35	50	30	23
36	50	39	30
37	50	40	27
38	50	41	31
39	50	42	28
40	50	43	32
41	50	44	33
42	50	45	34
43	50	46	12
44	50	47	14
45	50	48	19
46	50	49	35
47	50	50	36
5	50	51	35
46	50	52	22
48	50	53	37
49	50	54	2
50	50	47	14
51	50	41	31
52	50	55	38
53	50	56	35
54	50	57	39
55	50	58	2
55	50	30	23
45	50	59	40
56	50	60	41
57	50	61	2
58	50	62	35
59	50	63	14
60	50	64	11
61	50	65	28
62	50	66	42
63	50	67	43
64	50	68	20
3	50	69	41
64	50	70	20
65	50	71	44
66	50	41	31
67	50	72	45
68	50	30	23
69	50	73	46
70	50	41	31
71	50	30	23
72	50	30	23
73	50	74	47
74	50	75	48
75	50	41	31
76	50	76	49
67	50	77	24
67	50	78	4
77	50	79	50
78	50	80	51
79	50	81	36
80	44	82	52
81	44	83	53
82	44	84	54
83	44	85	23
84	44	86	55
65	44	87	45
85	44	88	56
86	44	89	57
87	44	90	10
88	44	90	10
74	44	91	58
89	44	92	59
44	44	93	60
90	44	94	61
91	44	95	62
92	44	96	3
93	44	97	10
94	44	98	63
95	44	99	64
91	44	95	62
91	44	100	32
96	44	101	65
97	44	102	32
98	44	103	27
99	44	104	49
100	44	105	54
79	44	106	66
101	44	41	31
102	44	107	67
103	44	30	23
92	44	108	68
104	44	109	69
94	44	110	12
105	44	18	14
106	44	111	32
73	44	112	51
95	44	113	70
107	44	41	31
108	44	89	57
109	44	114	10
110	44	115	23
111	44	89	57
112	44	116	37
113	44	117	71
114	44	41	31
33	44	30	23
115	44	118	72
116	44	119	54
117	44	120	73
118	44	118	72
90	44	89	57
44	44	41	31
14	44	29	22
119	44	121	74
73	44	122	46
120	44	123	75
55	44	50	36
121	44	124	76
122	44	125	77
123	44	126	2
124	44	127	2
82	44	128	52
16	44	129	34
125	44	115	23
42	44	130	0
126	44	131	60
127	44	52	22
128	44	132	0
129	44	133	73
129	44	134	64
130	44	30	23
131	44	135	52
50	44	136	78
132	44	137	51
133	44	138	79
134	44	30	23
135	44	139	69
14	44	140	63
136	44	141	2
7	44	30	23
137	44	27	20
138	44	142	2
139	44	30	23
140	44	143	80
141	44	144	81
142	44	145	36
143	44	146	73
144	44	147	46
36	44	148	82
23	44	149	83
145	44	150	28
146	44	151	84
147	44	152	73
148	44	153	70
149	44	154	85
150	44	114	10
133	44	155	3
66	44	30	23
23	44	30	23
151	44	156	60
152	44	115	23
105	44	157	73
36	44	158	4
153	44	159	45
154	44	160	73
155	44	161	73
33	44	162	86
156	44	163	10
157	44	30	23
158	44	30	23
159	44	30	23
160	44	164	10
161	44	165	22
5	44	166	87
145	44	167	23
162	44	168	2
163	44	115	23
30	44	30	23
164	44	169	46
165	44	170	47
166	44	156	60
167	44	171	52
168	44	30	23
169	44	172	88
20	44	30	23
170	44	30	23
171	44	173	10
172	44	173	10
173	44	174	22
174	44	175	51
175	44	176	78
176	44	177	36
177	44	178	89
178	44	30	23
179	44	179	73
117	44	180	60
180	44	154	85
181	44	181	23
120	44	182	27
112	44	183	60
182	44	184	61
133	44	185	90
183	44	186	74
184	44	187	81
185	44	188	55
186	44	189	91
187	44	162	86
