538	1880
3551	2325
2701	338
3619	4034
2560	3079
3834	4332
2714	310
935	857
4312	363
3649	1081
2040	141
1953	2687
1990	1924
2030	3648
424	415
2055	374
2447	1934
4560	1443
2566	644
2499	897
3278	1813
2566	2981
2342	4168
4164	381
2370	4263
3629	1396
4214	2315
776	1480
41	658
302	2515
538	2591
1378	1324
3628	3654
3421	673
1962	4200
4396	2330
2364	628
4631	626
4130	3441
4628	3207
1871	3236
3506	156
4290	4412
2791	973
524	4235
1503	3219
1877	4422
2274	2111
4190	862
1028	4648
1455	4466
6	1578
700	4077
3559	4199
860	1959
904	674
3877	514
521	4189
879	721
372	1372
3606	2841
618	317
944	707
3461	603
3197	4107
4074	1986
2450	3262
3833	2471
4364	4139
3760	3928
4122	4304
1533	3367
2890	4374
4190	733
1758	2441
19	2308
3920	3065
369	3971
3812	4228
3459	1237
1479	2811
3126	3038
2799	1312
1617	524
3481	4092
4521	2632
2650	40
1058	3941
1265	1207
2636	3652
1921	1611
3053	379
4487	1369
2542	651
4457	3081
1228	1022
78	2057
4320	1951
64	1216
2816	3431
137	2262
3440	523
2582	3063
309	463
2527	4085
1683	1218
2744	793
3642	569
1177	2704
2010	1129
1103	4394
4047	2469
4172	2997
3629	1132
1826	2687
3	709
4164	514
2344	4270
3503	2322
1000	2218
4180	1587
4418	4101
4311	1550
1877	3289
1729	2283
2951	3442
181	488
1516	2759
1265	3546
538	629
4164	1326
2002	3052
1908	4550
3911	3456
3136	578
2850	627
3511	4433
1265	3782
3753	2985
1853	2927
447	867
1751	4206
1818	469
4190	1964
4238	3439
4521	3517
3833	2887
1531	103
3525	2325
3459	3453
19	664
4048	2439
901	11
916	2940
1691	2398
4649	623
960	1836
3625	2462
3421	3459
4428	3231
4239	4376
2848	3584
4665	3213
828	298
1488	2515
3174	199
19	3568
2000	852
904	4016
982	3520
200	1662
271	4295
1488	388
183	3477
2967	2719
3308	3942
1942	2486
3459	2637
4110	3685
4659	2423
3102	2603
776	1482
4144	4287
865	1648
3282	1477
3615	2260
3137	4155
3436	2148
3136	1171
2146	3979
2647	4430
181	2622
108	2533
4492	2490
1399	4214
2958	844
1085	2791
4593	112
19	3131
2230	2251
938	1939
2530	655
3571	3196
3629	2498
1318	169
4537	3186
563	800
2566	3805
356	3514
802	2092
2240	4596
606	3060
1338	2988
4505	1788
1085	4277
1585	3605
3481	4183
968	3370
1467	4635
3	3711
269	448
3094	904
2036	934
2489	3278
3278	1519
165	3143
442	4129
21	1992
4628	749
1560	4670
3438	3028
4200	1979
820	659
3236	3765
95	921
282	3453
538	3887
79	2671
314	3663
3611	1953
1046	3062
1680	2480
878	433
517	3038
1384	3325
4527	525
2636	2285
2352	914
1265	4388
2911	1312
1410	530
3081	918
2187	4193
681	3823
1487	1669
1823	3430
538	4448
1209	3071
3625	4562
2246	3048
331	3691
4222	1043
4531	126
2171	2453
2138	46
3436	3270
3123	2007
73	876
3030	1720
239	4018
4662	111
2489	3083
2140	113
4399	2855
3481	2359
783	1205
3324	389
1924	2492
2810	3942
819	4600
3698	368
4376	2677
1265	4443
2346	220
2618	1046
410	1403
4529	1098
2256	3145
608	3431
499	2647
433	1361
2737	813
2028	3627
4676	1359
263	3209
2035	477
1098	1254
2261	307
783	2718
74	1396
1196	4656
1022	2251
138	1455
1020	2514
890	2743
793	3225
3278	497
2027	3034
2901	1427
1897	1804
2743	2149
2810	4586
2566	1310
4261	2663
1971	1220
156	1806
2308	1841
687	299
2566	4404
735	1160
3913	2769
1933	831
1294	4277
3734	2909
538	1819
2663	1872
3958	337
299	1932
3871	2137
369	1134
1221	3281
3451	724
4258	445
4585	1434
19	2581
1367	1528
2126	1799
1396	1907
1009	305
3692	1384
3489	2321
2461	4392
59	4626
4358	557
1780	4071
480	1937
4070	1303
449	629
1424	126
4549	1435
2011	251
3308	4565
4423	1858
3560	1919
618	4636
3266	3727
4625	4699
1240	2943
149	3982
1163	2320
2292	3891
3518	4374
2178	1911
538	2074
2110	1080
1719	4278
2810	4557
19	4568
1189	4433
183	1092
904	3371
4628	2930
286	1751
1196	2467
372	1721
3450	2781
541	4041
2738	631
181	1270
215	2062
2017	94
1707	943
1978	263
1722	3914
321	4199
2346	3617
1196	92
2773	673
1408	2286
2810	3653
2792	3580
4426	885
94	3396
2561	3405
2215	3898
2881	3131
3482	3139
2782	1089
256	4222
1698	1643
4102	3636
1293	2745
3095	4370
1501	4683
369	402
1458	4032
4216	4701
1018	4082
671	1938
119	1510
3072	1802
103	2554
4227	1143
2017	3057
3726	3008
3911	3029
2682	2802
1196	283
1683	784
4502	3783
2004	2425
480	1682
1769	3054
3136	3623
898	3321
4585	4697
130	2664
693	796
3781	2476
1978	3050
538	2095
4491	3283
2682	823
3382	3632
538	888
3643	4032
1251	1582
1789	2965
1751	1327
3251	907
3450	1860
3152	2318
455	3839
4344	2576
2047	646
2184	451
3685	120
3445	2021
2920	2521
321	248
1719	2022
4152	1102
507	4282
271	2291
538	1320
4119	802
1208	885
2423	1439
2596	4071
783	4121
1307	2853
4515	549
1592	4236
2027	2760
1674	2462
1045	4603
1244	1944
3196	1135
4388	739
2737	924
3098	3455
3238	414
1934	4293
3643	231
1913	1607
2487	974
2076	1992
4628	1084
271	4322
3628	3093
2000	144
572	2442
3202	4554
4472	1440
2367	1352
2420	2276
1884	1992
4020	2942
663	3633
3752	432
1962	1943
2487	642
822	3567
1294	3151
1289	237
3518	2080
3557	4457
1221	1341
4295	4633
4630	2856
4472	4676
1839	920
761	4455
3176	3766
131	697
298	4433
1688	2309
4560	3340
2030	2430
4642	3460
4159	52
1758	561
369	3878
3833	2196
4685	2119
2172	2414
2566	4258
3173	2418
1194	2189
852	187
4661	4112
730	916
2029	3460
448	2861
1938	2918
2566	902
538	2114
4604	872
4505	2973
3783	676
2035	1775
1033	1542
964	4054
1795	4596
441	1964
3013	630
