185333
0	47	1	0
1	47	2	1
2	47	3	2
3	47	4	3
4	47	5	4
5	47	6	5
6	47	7	6
7	47	8	7
3	47	9	8
8	47	10	9
9	47	11	10
10	47	12	11
11	47	13	12
12	47	14	13
13	47	15	14
14	47	16	15
15	47	17	16
9	47	18	17
16	47	19	18
17	47	20	19
18	47	21	12
19	47	22	20
20	47	23	12
21	47	24	21
5	47	25	22
22	47	26	23
23	47	27	24
24	47	28	25
10	47	29	1
25	47	30	26
26	47	31	27
9	47	32	4
27	47	33	28
20	47	34	29
28	47	35	30
29	47	36	31
30	47	37	22
31	47	38	32
32	47	39	33
33	47	40	28
34	47	41	1
9	47	42	17
35	47	43	30
36	47	44	34
37	47	45	12
38	47	46	33
39	47	47	10
39	47	48	35
39	47	49	36
40	47	50	37
39	47	51	38
41	47	52	29
42	47	53	39
43	47	54	1
18	47	55	14
44	47	56	17
9	47	57	40
44	47	58	17
45	47	59	41
44	47	60	17
46	47	61	21
47	47	62	0
48	47	63	12
4	47	64	42
49	47	65	43
44	47	66	44
50	47	67	10
51	47	68	45
52	47	69	46
53	47	70	47
54	47	71	47
55	47	72	44
56	47	73	48
57	47	74	6
58	47	75	1
59	47	76	49
60	47	77	50
12	47	78	51
9	47	79	52
61	47	80	53
31	47	81	40
62	47	82	47
63	47	83	48
64	47	84	54
65	47	40	28
66	47	85	55
67	47	86	56
67	47	87	32
9	47	88	57
68	47	89	58
69	47	90	1
70	47	91	1
71	47	92	21
72	47	93	59
72	47	94	60
73	47	95	61
74	47	96	62
75	47	97	21
76	47	98	63
77	47	99	64
78	47	100	49
79	47	101	65
80	47	102	46
81	47	103	58
82	47	104	66
26	47	105	30
83	47	106	24
77	47	107	32
84	47	108	40
85	47	109	1
12	47	110	67
84	47	111	30
86	47	8	7
87	47	112	68
88	47	113	69
89	47	114	1
90	47	115	70
36	47	116	0
91	47	117	71
92	47	118	41
93	47	119	17
81	47	120	0
94	47	121	17
95	47	99	64
9	47	122	17
94	47	123	72
96	47	124	30
77	47	125	47
97	47	126	1
98	47	127	66
98	47	128	46
99	47	129	73
19	47	130	58
100	47	131	34
101	47	132	50
102	47	133	74
103	47	134	13
52	47	135	41
93	47	136	17
93	47	137	17
104	47	138	17
105	47	139	62
81	47	140	45
106	47	141	75
107	47	33	28
77	47	35	30
108	47	142	76
109	47	143	47
110	47	144	32
111	47	145	64
112	47	146	26
60	47	147	77
113	47	148	12
42	47	149	78
114	47	150	79
115	47	151	78
116	47	152	80
117	47	153	59
96	47	154	40
118	47	155	50
119	47	156	81
120	47	157	21
104	47	158	64
121	47	159	82
72	47	160	52
72	47	161	83
122	47	162	84
89	47	163	58
81	47	164	45
123	47	165	1
26	47	166	85
124	47	167	0
47	47	168	12
125	47	169	40
5	47	36	31
39	47	170	31
126	47	171	86
127	47	172	0
128	46	173	41
129	47	174	50
130	47	175	41
115	47	176	42
131	47	177	54
39	47	178	87
132	47	179	39
130	47	180	88
133	47	181	39
18	47	182	48
134	47	183	89
135	47	184	90
136	47	185	91
137	47	186	21
138	47	187	50
139	47	188	92
112	47	189	30
140	47	190	93
141	47	191	12
142	47	192	1
143	47	193	36
144	47	194	94
142	47	195	0
145	47	196	95
91	47	30	26
33	47	197	30
146	47	99	64
147	47	198	42
148	47	199	1
149	47	200	19
150	47	201	39
151	47	99	64
152	47	202	1
153	47	203	40
71	47	204	39
154	47	205	96
155	47	206	0
156	47	207	24
157	47	208	92
158	47	209	89
135	47	90	1
159	47	210	97
160	47	211	39
161	47	212	47
162	47	213	50
77	47	214	98
163	47	215	99
164	47	216	100
165	47	217	101
166	47	99	64
110	47	218	102
167	47	219	39
168	47	220	45
42	47	221	103
168	47	222	104
169	47	214	98
170	47	223	105
170	47	224	105
171	47	124	30
172	47	225	99
170	47	226	39
173	47	227	106
105	47	228	107
174	47	229	108
175	47	230	52
176	47	216	100
177	47	231	58
178	47	232	71
179	47	233	47
64	47	234	58
180	47	235	44
181	47	236	11
106	47	237	109
182	47	238	110
183	47	239	111
170	47	240	22
170	47	241	46
184	47	242	112
133	47	243	27
185	47	244	30
105	47	245	43
109	47	246	12
12	47	247	113
84	47	248	39
186	47	249	102
187	47	250	27
188	47	251	14
105	47	252	35
189	47	253	50
190	47	254	33
191	47	145	64
192	47	145	64
33	47	255	114
81	47	256	45
193	47	209	89
166	47	257	77
194	47	24	21
195	47	258	33
137	47	259	58
196	47	260	29
197	47	249	102
178	47	261	58
198	47	262	115
199	47	263	58
200	47	264	113
201	47	265	0
202	47	266	116
203	47	267	10
77	47	268	58
189	47	269	27
204	47	270	17
80	47	271	66
205	47	272	58
206	47	273	117
207	47	274	50
208	47	275	118
209	47	276	12
210	47	277	19
201	47	278	48
211	47	279	58
192	47	8	7
212	47	280	42
109	47	281	54
213	47	171	86
192	47	186	21
214	47	282	119
215	47	283	120
216	47	284	121
32	47	285	113
217	47	286	122
218	47	287	123
219	47	288	124
220	47	289	125
204	47	124	30
221	47	290	57
222	47	291	33
206	47	292	126
223	47	293	1
224	47	294	39
85	47	295	23
137	47	296	80
225	47	297	102
226	47	171	86
227	47	298	14
150	47	250	27
228	47	299	127
229	47	300	128
16	47	301	2
216	47	302	76
9	47	213	50
230	47	303	113
231	47	304	129
29	47	305	100
204	47	306	33
232	47	307	33
233	47	308	119
