185333
0	47	1	0	45
1	47	2	1	45
2	47	3	2	44
3	47	4	3	45
4	47	5	4	56
5	47	6	5	46
6	47	7	6	45
7	47	8	7	45
3	47	9	8	45
8	47	10	9	45
9	47	11	10	57
10	47	12	11	45
11	47	13	12	45
12	47	14	13	46
13	47	15	14	45
14	47	16	15	66
15	47	17	16	45
9	47	18	17	57
16	47	19	18	45
17	47	20	19	56
18	47	21	12	45
19	47	22	20	45
20	47	23	12	44
21	47	24	21	45
5	47	25	22	57
22	47	26	23	45
23	47	27	24	55
24	47	28	25	65
10	47	29	1	44
25	47	30	26	45
26	47	31	27	45
9	47	32	4	57
27	47	33	28	45
20	47	34	29	44
28	47	35	30	46
29	47	36	31	45
30	47	37	22	44
31	47	38	32	75
32	47	39	33	45
33	47	40	28	45
34	47	41	1	45
9	47	42	17	67
35	47	43	30	46
36	47	44	34	51
37	47	45	12	44
38	47	46	33	46
39	47	47	10	56
39	47	48	35	56
39	47	49	36	56
40	47	50	37	45
39	47	51	38	56
41	47	52	29	45
42	47	53	39	45
43	47	54	1	45
18	47	55	14	45
44	47	56	17	51
9	47	57	40	67
44	47	58	17	40
45	47	59	41	45
44	47	60	17	40
46	47	61	21	44
47	47	62	0	45
48	47	63	12	45
4	47	64	42	45
49	47	65	43	84
44	47	66	44	41
50	47	67	10	56
51	47	68	45	44
52	47	69	46	45
53	47	70	47	44
54	47	71	47	46
55	47	72	44	45
56	47	73	48	45
57	47	74	6	45
58	47	75	1	45
59	47	76	49	45
60	47	77	50	45
12	47	78	51	46
9	47	79	52	45
61	47	80	53	44
31	47	81	40	75
62	47	82	47	45
63	47	83	48	45
64	47	84	54	46
65	47	40	28	45
66	47	85	55	45
67	47	86	56	44
67	47	87	32	44
9	47	88	57	45
68	47	89	58	45
69	47	90	1	44
70	47	91	1	44
71	47	92	21	45
72	47	93	59	45
72	47	94	60	45
73	47	95	61	45
74	47	96	62	44
75	47	97	21	45
76	47	98	63	45
77	47	99	64	45
78	47	100	49	45
79	47	101	65	55
80	47	102	46	84
81	47	103	58	79
82	47	104	66	57
26	47	105	30	45
83	47	106	24	56
77	47	107	32	44
84	47	108	40	58
85	47	109	1	45
12	47	110	67	46
84	47	111	30	58
86	47	8	7	45
87	47	112	68	43
88	47	113	69	78
89	47	114	1	45
90	47	115	70	51
36	47	116	0	51
91	47	117	71	45
92	47	118	41	44
93	47	119	17	45
81	47	120	0	43
94	47	121	17	55
95	47	99	64	45
9	47	122	17	44
94	47	123	72	55
96	47	124	30	45
77	47	125	47	46
97	47	126	1	44
98	47	127	66	45
98	47	128	46	45
99	47	129	73	45
19	47	130	58	45
100	47	131	34	45
101	47	132	50	45
102	47	133	74	45
103	47	134	13	46
52	47	135	41	45
93	47	136	17	57
93	47	137	17	57
104	47	138	17	55
105	47	139	62	56
81	47	140	45	45
106	47	141	75	55
107	47	33	28	45
77	47	35	30	46
108	47	142	76	46
109	47	143	47	45
110	47	144	32	54
111	47	145	64	45
112	47	146	26	45
60	47	147	77	45
113	47	148	12	45
42	47	149	78	47
114	47	150	79	55
115	47	151	78	57
116	47	152	80	45
117	47	153	59	65
96	47	154	40	45
118	47	155	50	43
119	47	156	81	45
120	47	157	21	46
104	47	158	64	45
121	47	159	82	46
72	47	160	52	55
72	47	161	83	55
