4703
192373	0
168076	1
468002	2
54007	3
138409	4
87505	5
6504	6
48489	7
467659	8
197898	9
76990	10
135726	11
61039	12
935297	13
953192	14
113862	15
25260	16
169673	17
321884	18
540	19
68042	20
316587	21
818707	22
184876	23
1428231	24
367485	25
981268	26
119056	27
71395	28
304938	29
199830	30
648871	31
110663	32
70337	33
88470	34
86771	35
68594	36
106792	37
59253	38
755171	39
459624	40
880767	41
56003	42
228604	43
169558	44
4894	45
1109924	46
1867447	47
1224410	48
352699	49
32329	50
541363	51
240691	52
1814697	53
145267	54
361903	55
339645	56
1488825	57
1999834	58
172110	59
176272	60
47072	61
154039	62
288077	63
18087	64
239886	65
1912352	66
892959	67
222839	68
93691	69
5686	70
161487	71
118894	72
222184	73
80650	74
240096	75
441764	76
1670980	77
200562	78
148366	79
218515	80
804953	81
1212701	82
116821	83
241911	84
324707	85
565375	86
234230	87
258709	88
73004	89
344397	90
174288	91
1115406	92
506804	93
39485	94
143133	95
223928	96
100960	97
1141215	98
1820635	99
256081	100
98372	101
76222	102
49809	103
196241	104
1633068	105
127968	106
84554	107
74165	108
258162	109
61274	110
183294	111
6368	112
98837	113
1654124	114
844555	115
244884	116
1634484	117
30392	118
331409	119
30724	120
88132	121
265064	122
1016128	123
317835	124
21742	125
185428	126
500227	127
2105715	128
169957	129
19	130
197966	131
237574	132
95911	133
93882	134
640296	135
356171	136
187845	137
61462	138
295490	139
76833	140
2099460	141
56007	142
604338	143
299086	144
1379693	145
182697	146
90276	147
108847	148
100441	149
335251	150
184105	151
994609	152
250100	153
195486	154
189425	155
20962	156
132826	157
234589	158
179110	159
290374	160
136432	161
732435	162
169063	163
139137	164
51134	165
1035644	166
76566	167
81663	168
272009	169
193264	170
836336	171
555820	172
835071	173
30822	174
1681592	175
129021	176
183592	177
33799	178
1110161	179
186253	180
4811	181
718137	182
6905	183
1403661	184
871111	185
839895	186
3849	187
463306	188
271915	189
64835	190
1221667	191
258697	192
730316	193
126023	194
518417	195
726990	196
1189492	197
766077	198
217561	199
182275	200
120620	201
1478434	202
101106	203
311467	204
210362	205
140477	206
160577	207
798254	208
93458	209
187805	210
325950	211
257202	212
36733	213
41919	214
148216	215
494742	216
1002924	217
50267	218
31123	219
1274035	220
48167	221
295943	222
285587	223
1231999	224
1743314	225
163257	226
83706	227
308097	228
531119	229
170394	230
834529	231
31982	232
139406	233
158729	234
249320	235
257262	236
86894	237
1333004	238
90038	239
137919	240
1646484	241
100955	242
124450	243
52386	244
204061	245
1284092	246
23599	247
115875	248
2123469	249
77899	250
137593	251
159224	252
144512	253
422384	254
319185	255
120035	256
191931	257
244111	258
238820	259
209894	260
25489	261
132572	262
217779	263
40516	264
805116	265
4141	266
1472735	267
183756	268
426785	269
135593	270
8524	271
153452	272
142350	273
67581	274
182172	275
9437	276
182778	277
227518	278
735988	279
354271	280
89621	281
640215	282
1218881	283
128193	284
65309	285
107201	286
467974	287
169064	288
50107	289
247948	290
816211	291
1490946	292
711264	293
48963	294
146462	295
116449	296
58275	297
88203	298
250937	299
219808	300
1742443	301
158594	302
242363	303
20580	304
179626	305
240064	306
319153	307
61523	308
85116	309
216265	310
1105687	311
346289	312
589412	313
227701	314
85095	315
169621	316
1160246	317
1755277	318
263715	319
101768	320
282980	321
1570135	322
508924	323
380895	324
38243	325
119391	326
215148	327
186385	328
1572231	329
1045621	330
1112347	331
45761	332
121117	333
888848	334
127264	335
552433	336
1269130	337
3869	338
117816	339
813445	340
185056	341
338139	342
195288	343
652552	344
474750	345
98512	346
3687	347
348136	348
907995	349
62543	350
204436	351
660555	352
229556	353
186344	354
965450	355
16182	356
74191	357
60183	358
477834	359
462995	360
360689	361
146036	362
83981	363
470678	364
1091095	365
119848	366
30031	367
502694	368
3514	369
83339	370
242427	371
17478	372
65858	373
155926	374
97653	375
983753	376
237332	377
141436	378
1439545	379
129326	380
8554	381
511055	382
133324	383
35436	384
191221	385
181987	386
156006	387
61889	388
85026	389
106476	390
1428411	391
1845225	392
290248	393
103941	394
1494356	395
79424	396
70804	397
187880	398
388244	399
422665	400
86584	401
1592290	402
416748	403
1373562	404
15916	405
1515590	406
937738	407
1856887	408
1357266	409
20644	410
7485	411
32627	412
184075	413
362236	414
71080	415
92896	416
210890	417
2057813	418
188284	419
238391	420
308630	421
377114	422
114902	423
25085	424
1931907	425
17941	426
785060	427
39789	428
178347	429
1177556	430
214409	431
1787493	432
200891	433
120335	434
1088953	435
297231	436
114066	437
147460	438
87114	439
102786	440
182143	441
195839	442
142175	443
810704	444
77944	445
402927	446
53921	447
173086	448
212278	449
972716	450
623594	451
115349	452
204405	453
4124	454
78912	455
1641282	456
994454	457
222171	458
1208781	459
208576	460
1322579	461
156588	462
65381	463
517668	464
367302	465
278332	466
87592	467
193533	468
251922	469
119733	470
238663	471
208728	472
206776	473
112696	474
94003	475
41750	476
93777	477
83302	478
485171	479
17792	480
116313	481
99816	482
433165	483
4377	484
891225	485
356720	486
618976	487
763055	488
454661	489
704556	490
84126	491
375925	492
241304	493
142567	494
1424	495
262587	496
110209	497
455320	498
113631	499
123994	500
1598737	501
324160	502
504187	503
594832	504
238799	505
120519	506
89110	507
641161	508
2034314	509
8094	510
136225	511
38369	512
222145	513
138892	514
95285	515
630749	516
43881	517
130156	518
59666	519
1766208	520
47439	521
813954	522
666315	523
193342	524
173385	525
227135	526
840740	527
1416939	528
167044	529
113474	530
479577	531
227754	532
102278	533
292132	534
331113	535
1375533	536
141984	537
52916	538
92756	539
123141	540
240338	541
168975	542
15861	543
144766	544
88438	545
68321	546
133077	547
243910	548
52393	549
918652	550
460023	551
135856	552
1467964	553
53452	554
1359820	555
309241	556
315195	557
888184	558
508851	559
41558	560
159693	561
67845	562
43160	563
95044	564
173353	565
274169	566
60327	567
2018428	568
140928	569
397099	570
46823	571
25503	572
638434	573
832	574
143523	575
102433	576
215282	577
285785	578
47906	579
188766	580
1079164	581
70622	582
967056	583
9917	584
395203	585
830526	586
345882	587
210677	588
7585	589
204169	590
5571	591
130500	592
2105	593
44391	594
697438	595
44454	596
2596	597
39447	598
156804	599
930940	600
209790	601
23286	602
897903	603
180957	604
4317	605
14241	606
87488	607
13367	608
1250038	609
329919	610
483461	611
493134	612
23532	613
28081	614
413005	615
231963	616
101381	617
39588	618
799942	619
574863	620
758634	621
30780	622
62435	623
1668	624
1465440	625
51372	626
2900	627
114138	628
126595	629
1960038	630
36642	631
772378	632
122045	633
80236	634
239510	635
156839	636
130597	637
207474	638
107459	639
168350	640
1058765	641
955823	642
64707	643
225349	644
421742	645
863870	646
2130418	647
118174	648
930818	649
71820	650
861007	651
965977	652
119865	653
374082	654
40806	655
232042	656
153605	657
1866667	658
112266	659
108103	660
187591	661
607535	662
201964	663
233376	664
267467	665
520237	666
318518	667
370802	668
246974	669
79766	670
388351	671
167001	672
207156	673
59463	674
157563	675
7655	676
801580	677
73928	678
163679	679
891085	680
145118	681
285211	682
843583	683
37443	684
228060	685
1268334	686
9073	687
129525	688
160558	689
31206	690
283798	691
266670	692
102461	693
90040	694
78642	695
53617	696
6898	697
1110031	698
1121003	699
23826	700
4284	701
118803	702
87353	703
809065	704
227255	705
256232	706
118790	707
182128	708
58201	709
91061	710
21406	711
233409	712
1133494	713
1877072	714
233478	715
1498997	716
360991	717
1127416	718
65679	719
13298	720
636074	721
22168	722
1862464	723
1045402	724
215389	725
202917	726
3171	727
31415	728
7199	729
121991	730
956931	731
219902	732
85883	733
24306	734
45550	735
1322799	736
1427840	737
236058	738
13259	739
317622	740
231731	741
1106384	742
261201	743
93462	744
169936	745
19128	746
66452	747
556917	748
927226	749
10475	750
175836	751
547760	752
129041	753
324029	754
180825	755
126180	756
649498	757
1890738	758
294470	759
188991	760
161551	761
280551	762
1169695	763
124129	764
283600	765
44458	766
440453	767
1415411	768
744534	769
114525	770
1222910	771
4346	772
1884096	773
413085	774
31746	775
161563	776
305091	777
1560753	778
1072257	779
51255	780
84720	781
247980	782
25679	783
239713	784
350045	785
1315818	786
107223	787
1733193	788
2698	789
242075	790
673919	791
81475	792
5009	793
151407	794
433821	795
13453	796
268918	797
362586	798
65750	799
350493	800
23841	801
39249	802
1163231	803
209026	804
1120837	805
120819	806
222493	807
715705	808
4766	809
179652	810
1830959	811
114263	812
98349	813
191213	814
22638	815
49150	816
115204	817
992699	818
4638	819
4913	820
530738	821
94901	822
207280	823
234299	824
137548	825
188916	826
102894	827
98676	828
312654	829
127096	830
233294	831
312523	832
60062	833
1557689	834
29643	835
116813	836
1448478	837
983329	838
734137	839
165796	840
35459	841
