111200
0	8	1	0
0	8	1	0
1	8	2	1
2	8	3	2
3	8	4	3
4	8	5	4
5	8	6	5
6	8	7	6
7	8	8	3
8	8	9	7
9	8	2	1
10	8	10	8
6	8	11	4
11	8	12	3
12	8	13	5
13	8	14	9
14	8	15	10
15	8	16	11
16	8	17	3
17	8	18	12
18	8	19	13
17	8	20	14
19	8	21	15
19	8	22	15
20	8	23	16
21	8	24	17
22	8	25	7
23	8	26	18
24	8	27	19
25	8	28	20
26	8	29	21
27	8	30	22
28	8	31	23
29	8	32	17
30	8	33	24
31	8	34	3
32	8	35	25
33	8	36	24
34	8	37	7
35	8	38	26
36	8	39	21
36	8	39	21
37	8	40	27
38	8	41	17
38	8	42	28
39	8	43	18
38	8	32	17
40	8	44	24
41	8	45	29
42	8	46	30
38	8	47	17
43	8	48	4
44	8	49	3
45	8	24	17
46	8	50	31
22	8	24	17
47	8	51	32
48	8	52	23
49	8	53	16
50	8	54	33
51	8	55	23
28	8	56	34
52	8	57	35
53	8	58	13
54	8	16	11
55	8	59	14
56	8	60	36
57	8	61	24
58	8	62	30
59	8	63	12
60	8	24	17
61	8	64	37
62	8	65	5
63	8	66	12
5	8	67	38
64	8	68	6
65	8	69	39
66	8	70	14
11	8	71	40
67	8	72	6
68	8	73	41
69	8	74	42
70	8	75	9
70	8	76	22
71	8	77	43
72	8	78	44
73	8	79	45
73	8	80	45
74	8	81	15
75	8	82	40
76	8	83	46
77	8	84	6
78	8	85	47
79	8	86	48
6	8	7	6
80	8	87	49
81	8	88	50
82	8	89	51
83	8	90	50
84	8	91	22
85	8	92	52
3	8	93	39
30	8	94	53
86	8	95	54
87	8	96	55
88	8	97	16
89	8	98	56
90	8	99	25
91	8	96	55
92	8	100	16
93	8	101	57
76	8	102	46
54	8	103	58
94	8	104	52
95	8	105	59
70	8	106	60
96	8	107	61
97	8	108	3
91	8	109	9
70	8	110	62
16	8	111	63
98	8	112	16
99	8	113	18
100	8	114	64
101	8	115	7
102	8	116	65
103	8	117	66
104	8	118	47
8	8	119	67
105	8	120	50
106	8	121	57
107	8	122	43
108	8	123	68
28	8	124	67
70	8	125	69
32	8	126	46
109	8	127	3
110	8	128	23
111	8	129	12
112	8	130	12
66	8	131	70
66	8	132	71
23	8	133	67
113	8	134	72
114	8	111	63
81	8	135	73
33	8	136	5
115	8	137	74
116	8	138	6
117	8	139	67
20	8	140	75
118	8	141	76
119	8	142	77
120	8	143	78
109	8	144	79
40	8	145	80
121	8	146	81
17	8	147	4
122	8	148	3
123	8	149	32
124	8	150	42
125	8	151	82
75	8	152	83
126	8	153	16
127	8	154	84
128	8	155	85
129	8	156	4
95	8	72	6
130	8	157	13
80	8	158	86
81	8	159	12
131	8	160	87
132	8	161	36
133	8	162	72
134	8	163	53
135	8	164	88
64	8	165	72
136	8	166	89
137	8	167	29
138	8	168	42
75	8	169	67
139	8	170	50
112	8	171	90
36	8	172	91
