37067
0	92	1	0
1	92	2	1
2	92	3	2
3	92	4	3
1	92	5	4
4	92	6	2
5	92	7	5
6	92	8	6
7	92	9	7
8	92	10	8
9	92	11	9
10	92	12	10
11	92	13	11
12	92	14	10
3	92	15	10
13	92	16	12
14	92	17	10
15	92	18	10
16	92	19	13
17	92	20	14
18	92	21	11
16	92	22	13
19	92	23	15
20	92	24	16
9	92	25	17
16	92	26	18
21	92	27	0
22	92	28	19
23	92	29	0
24	92	30	6
25	92	31	20
26	92	32	21
27	92	33	22
27	92	34	23
28	92	35	24
29	92	36	25
13	92	37	20
30	92	38	26
31	92	39	27
32	92	40	28
33	92	41	29
34	92	42	30
35	92	43	31
36	92	44	14
37	92	45	32
38	92	46	33
39	92	47	34
40	92	48	35
37	92	49	4
41	92	50	36
42	92	51	37
43	92	52	34
44	92	53	25
45	92	54	38
46	92	55	39
34	92	56	32
47	92	57	4
48	92	58	40
49	92	59	41
48	92	60	42
50	92	61	0
51	92	62	36
52	92	63	43
53	92	64	43
54	92	65	24
55	92	66	10
56	92	67	44
57	92	68	45
58	92	69	3
59	92	70	46
5	92	71	47
60	92	72	16
61	92	73	48
34	92	74	49
61	92	75	24
62	92	76	50
63	92	77	50
64	92	78	51
65	92	79	52
37	92	80	34
66	92	81	24
40	92	82	10
67	92	83	53
67	92	84	23
68	92	85	54
23	92	86	1
69	92	87	55
70	92	88	56
4	92	89	57
41	92	90	1
71	92	91	6
56	92	92	10
72	92	93	58
73	92	94	47
74	92	95	49
75	92	96	59
66	92	4	3
76	92	97	60
23	92	98	61
41	92	99	62
77	92	100	0
78	92	101	10
41	92	102	63
79	92	103	9
80	92	104	64
81	92	105	14
82	92	106	7
83	92	107	24
84	92	65	24
85	92	108	49
86	92	70	46
87	92	109	38
88	92	110	65
43	92	111	2
89	92	112	66
90	92	113	67
91	92	114	68
92	92	115	69
93	92	116	7
57	92	117	70
94	92	118	71
83	92	119	39
95	92	120	49
96	92	121	72
97	92	122	47
98	92	123	31
80	92	124	73
99	92	125	74
100	92	126	9
101	92	127	75
56	92	128	76
32	92	129	36
102	92	130	77
1	92	5	4
50	92	131	4
103	92	132	78
9	92	133	2
9	92	134	47
23	92	135	52
104	92	136	10
105	92	137	36
53	92	138	10
94	92	139	79
3	92	140	80
106	92	141	81
90	92	142	77
81	92	143	29
107	92	144	10
108	92	145	82
23	92	146	77
21	92	147	83
109	92	148	84
101	92	149	19
109	92	150	0
110	92	151	38
23	92	152	84
111	92	153	11
112	92	154	85
113	92	155	74
114	92	156	86
115	92	157	87
116	92	158	64
117	92	159	88
118	92	160	89
119	92	161	90
120	92	13	11
121	92	162	91
93	92	163	38
107	92	164	32
100	92	126	9
12	92	165	75
122	92	166	92
123	92	167	82
124	92	168	10
125	92	169	58
5	92	170	93
5	92	171	94
94	92	172	95
30	92	173	3
126	92	174	96
114	92	175	59
57	92	176	97
127	92	177	11
70	92	178	23
128	92	179	11
129	92	180	91
130	92	181	98
131	92	182	58
132	92	183	0
53	92	184	58
133	92	185	99
134	92	186	46
135	92	187	50
82	92	188	11
136	92	189	100
137	92	190	101
138	92	191	102
1	92	192	103
1	92	5	4
114	92	193	104
139	92	194	39
140	92	195	17
141	92	196	47
142	92	197	26
143	92	198	24
144	92	199	92
145	92	200	82
146	92	201	105
147	92	202	6
84	92	203	46
148	92	204	49
149	92	22	13
12	92	205	106
150	92	206	41
151	92	207	42
152	92	208	107
153	92	209	101
154	92	210	38
155	92	211	108
107	92	212	109
23	92	213	110
94	92	214	96
156	92	215	111
157	92	216	39
158	92	217	112
159	92	218	113
160	92	219	19
157	92	220	96
101	92	221	53
161	92	222	58
101	92	223	114
162	92	224	115
163	92	225	2
164	92	226	3
165	92	227	50
20	92	228	72
166	92	229	116
101	92	230	117
136	92	231	118
23	92	232	9
54	92	233	73
167	92	234	119
168	92	215	111
169	92	235	120
70	92	236	0
170	92	237	38
0	92	65	24
41	92	238	12
171	92	239	25
172	92	240	22
173	92	241	39
7	92	242	98
174	92	243	121
175	92	244	4
157	92	220	96
176	92	245	11
9	117	246	16
9	117	133	2
9	117	247	54
9	117	248	84
177	117	249	122
178	117	250	123
179	117	251	39
180	117	252	2
178	117	253	39
181	117	254	124
9	117	11	9
9	117	255	74
9	117	256	35
9	117	257	46
182	117	258	11
103	117	259	24
103	117	260	24
183	117	261	125
159	117	262	16
103	117	263	10
50	117	264	4
184	117	265	82
185	117	266	11
186	117	267	4
131	117	268	12
187	117	269	4
188	117	270	126
94	117	214	96
111	117	271	4
189	117	272	0
9	117	246	16
9	117	273	16
9	117	274	72
34	117	213	110
106	117	275	5
190	117	46	33
9	117	276	127
9	117	277	127
191	117	278	128
192	117	279	10
193	117	280	127
194	117	281	61
195	117	282	4
196	117	283	0
197	117	284	16
97	117	285	9
198	117	286	11
199	117	287	129
200	117	19	13
2	117	288	17
184	117	289	127
201	117	290	10
202	117	22	13
202	117	291	130
202	117	65	24
203	117	292	10
204	117	287	129
57	117	293	131
205	117	294	14
206	117	295	24
207	117	296	48
34	117	22	13
116	117	297	4
34	117	298	132
34	117	74	49
208	117	299	44
209	117	46	33
210	117	300	82
211	117	301	127
212	117	302	11
210	117	303	10
213	117	304	6
214	117	305	118
215	117	306	31
82	117	307	133
99	117	308	10
216	117	309	10
217	117	310	10
218	117	311	119
219	117	312	2
124	117	278	128
167	117	313	52
220	117	312	2
221	117	314	10
222	117	315	6
223	117	316	11
3	117	140	80
224	117	317	10
225	117	22	13
226	117	271	4
227	117	318	4
228	117	319	127
229	117	320	18
